Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Mon Apr 20 16:12:47 EDT 2020,ServerMain.java,1587413567204,22872,0,(F)2(I)1(R)2(I)3(F)2(D)2(I)2(D)2(F)1,0.35294117647058826,23.52941176470588,0.0,29.411764705882355,0.0,0.0,0.7727272727272727,0.0,0.18181818181818182,0.22727272727272727,0.0,0.09090909090909091,0.2727272727272727,0.0,[]
,/modelData/A0UserStudy2010.arff,Mon Apr 20 16:12:47 EDT 2020,ServerMain.java, 1587413567204
2,,Mon Apr 20 16:13:10 EDT 2020,ServerMain.java,1587413590323,20368,0,(D)1,0.0,100.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,[]
3,,Mon Apr 20 16:13:35 EDT 2020,Server.java,1587413615692,212341,0,(F)1(I)4(R)1(I)2(R)1(I)4(R)3(I)2(R)3(I)1,0.5909090909090909,0.0,0.0,4.545454545454546,0.0,0.0,0.10377358490566038,0.0,0.0,0.0047169811320754715,0.0,0.03773584905660377,0.06132075471698113,5.0,[1587413679422 185 COMP 533 https://piazza.com/class/k55gm6u0c3s3jt, 1587413648848 82 COMP 411-002 (26 unread) https://piazza.com/class/k55j6stvhss7bh, 1587413657833 86 COMP 520 (1 unread) https://piazza.com/class/k55h5wzlvne327, 1587413701374 8 COMP 533 https://piazza.com/class/k55gm6u0c3s3jt?cid=138, 1587413660130 1 COMP 520 https://piazza.com/class/k55h5wzlvne327?cid=168]
4,,Mon Apr 20 16:17:08 EDT 2020,Server.java,1587413828888,25133,0,(I)2(D)4(F)1,0.2857142857142857,57.14285714285714,0.0,14.285714285714285,0.0,0.0,0.28,0.0,0.16,0.04,0.0,0.0,0.08,0.0,[]
5,,Mon Apr 20 16:17:34 EDT 2020,Server.java,1587413854024,31096,0,(D)1(F)1(I)3,0.6,20.0,0.0,20.0,0.0,0.0,0.16129032258064516,0.0,0.03225806451612903,0.03225806451612903,0.0,0.0,0.0967741935483871,0.0,[]
6,,Mon Apr 20 16:18:08 EDT 2020,Server.java,1587413888398,34058,0,(I)4(R)2(I)4(R)1(F)2(D)4,0.47058823529411764,23.52941176470588,0.0,11.76470588235294,0.0,0.0,0.5,0.0,0.11764705882352941,0.058823529411764705,0.0,0.08823529411764706,0.23529411764705882,0.0,[]
7,,Mon Apr 20 16:18:43 EDT 2020,Server.java,1587413923286,12427,0,(F)1,0.0,0.0,0.0,100.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,[]
8,,Mon Apr 20 16:18:55 EDT 2020,Server.java,1587413935862,174213,0,(D)1(F)3(D)4(F)1,0.0,55.55555555555556,0.0,44.44444444444444,0.0,0.0,0.05172413793103448,0.0,0.028735632183908046,0.022988505747126436,0.0,0.0,0.0,5.0,[1587414025985 43 www.cs.unc.edu/~dewan/533/current/index.html http://www.cs.unc.edu/~dewan/533/current/index.html]
9,,Mon Apr 20 16:21:50 EDT 2020,ServerMain.java,1587414110262,40035,0,(D)1(F)1(I)2,0.5,25.0,0.0,25.0,0.0,0.0,0.1,0.0,0.025,0.025,0.0,0.0,0.05,0.0,[]
10,,Mon Apr 20 16:22:30 EDT 2020,ServerMain.java,1587414150529,21986,0,(I)2(R)1(I)4(R)1(I)3(R)1(F)2(D)4(F)1,0.47368421052631576,21.052631578947366,0.0,15.789473684210526,0.0,0.0,0.9047619047619048,0.0,0.19047619047619047,0.14285714285714285,0.0,0.14285714285714285,0.42857142857142855,0.0,[]
